Company,Percentage,Count,Gender,Race,job_category
Apple,0.0570007254637786,44,Female,Minorities ,Executive and manager
Apple,1.03508135558089,799,Male,Hispanic_or_Latino,Professionals
Apple,11.6747849518085,9012,Male,White,Professionals
Apple,0.353663592082081,273,Male,Black_or_African_American,Professionals
Apple,9.03202404394238,6972,Male,Asian,Professionals
Apple,0.307026634884444,237,Male,Minorities ,Professionals
Apple,0.49486993470826,382,Female,Hispanic_or_Latino,Professionals
Apple,3.41356617266038,2635,Female,White,Professionals
Apple,0.164524821224997,127,Female,Black_or_African_American,Professionals
Apple,3.43299823815939,2650,Female,Asian,Professionals
Apple,0.14638822675925,113,Female,Minorities ,Professionals
Apple,6.59135661726604,5088,Male,Hispanic_or_Latino,Supportive workers
Apple,23.4907762462431,18133,Male,White,Supportive workers
Apple,4.7362420976267,3656,Male,Black_or_African_American,Supportive workers
Apple,2.78526272152555,2150,Male,Asian,Supportive workers
Apple,1.41724531039486,1094,Male,Minorities ,Supportive workers
Apple,3.42004352782672,2640,Female,Hispanic_or_Latino,Supportive workers
Apple,10.5140429060006,8116,Female,White,Supportive workers
Apple,3.52368121048813,2720,Female,Black_or_African_American,Supportive workers
Apple,1.76572701834387,1363,Female,Asian,Supportive workers
Apple,0.932739143952741,720,Female,Minorities ,Supportive workers
Cisco,0.490326706816607,184,Male,Hispanic_or_Latino,Executive and manager
Cisco,7.85322176624207,2947,Male,White,Executive and manager
Cisco,0.237168896231946,89,Male,Black_or_African_American,Executive and manager
Cisco,3.49624260512711,1312,Male,Asian,Executive and manager
Cisco,0.111922400469008,42,Male,Minorities ,Executive and manager
Cisco,0.247828172467089,93,Female,Hispanic_or_Latino,Executive and manager
Cisco,2.19048126632202,822,Female,White,Executive and manager
Cisco,0.111922400469008,42,Female,Black_or_African_American,Executive and manager
Cisco,0.983318232692,369,Female,Asian,Executive and manager
Cisco,0.0426371049405745,16,Female,Minorities ,Executive and manager
Cisco,2.39300751478975,898,Male,Hispanic_or_Latino,Professionals
Cisco,26.0192932899856,9764,Male,White,Professionals
Cisco,1.63619890209455,614,Male,Black_or_African_American,Professionals
Cisco,21.870170015456,8207,Male,Asian,Professionals
Cisco,0.655545488461333,246,Male,Minorities ,Professionals
Cisco,0.93801630869264,352,Female,Hispanic_or_Latino,Professionals
Cisco,7.6400362415392,2867,Female,White,Professionals
Cisco,0.927357032457496,348,Female,Black_or_African_American,Professionals
Cisco,8.69796940787721,3264,Female,Asian,Professionals
Cisco,0.269146724937377,101,Female,Minorities ,Professionals
Cisco,0.551617545168683,207,Male,Hispanic_or_Latino,Supportive workers
Cisco,7.43750999307147,2791,Male,White,Supportive workers
Cisco,0.322443106113095,121,Male,Black_or_African_American,Supportive workers
Cisco,0.540958268933539,203,Male,Asian,Supportive workers
Cisco,0.149229867292011,56,Male,Minorities ,Supportive workers
Cisco,0.477002611522678,179,Female,Hispanic_or_Latino,Supportive workers
Cisco,3.07253637478015,1153,Female,White,Supportive workers
Cisco,0.183872515056228,69,Female,Black_or_African_American,Supportive workers
Cisco,0.362415391994884,136,Female,Asian,Supportive workers
Cisco,0.0906038479987209,34,Female,Minorities ,Supportive workers
eBay,0.529420662532143,35,Male,Hispanic_or_Latino,Executive and manager
eBay,9.3934351837846,621,Male,White,Executive and manager
eBay,0.242020874300408,16,Male,Black_or_African_American,Executive and manager
eBay,4.87067009529572,322,Male,Asian,Executive and manager
eBay,0.166389351081531,11,Male,Minorities ,Executive and manager
eBay,0.302526092875511,20,Female,Hispanic_or_Latino,Executive and manager
eBay,5.7479957646347,380,Female,White,Executive and manager
eBay,0.257147178944184,17,Female,Black_or_African_American,Executive and manager
eBay,2.88912418696113,191,Female,Asian,Executive and manager
eBay,0.166389351081531,11,Female,Minorities ,Executive and manager
eBay,0.695810013613674,46,Male,Hispanic_or_Latino,Professionals
eBay,14.1733474512177,937,Male,White,Professionals
eBay,0.302526092875511,20,Male,Black_or_African_American,Professionals
eBay,21.0709423687793,1393,Male,Asian,Professionals
eBay,0.332778702163062,22,Male,Minorities ,Professionals
eBay,0.635304795038572,42,Female,Hispanic_or_Latino,Professionals
eBay,5.30933292996521,351,Female,White,Professionals
eBay,0.121010437150204,8,Female,Black_or_African_American,Professionals
eBay,8.93964604447134,591,Female,Asian,Professionals
eBay,0.181515655725306,12,Female,Minorities ,Professionals
eBay,1.10422023899561,73,Male,Hispanic_or_Latino,Supportive workers
eBay,9.52957192557858,630,Male,White,Supportive workers
eBay,0.605052185751021,40,Male,Black_or_African_American,Supportive workers
eBay,0.907578278626532,60,Male,Asian,Supportive workers
eBay,0.181515655725306,12,Male,Minorities ,Supportive workers
eBay,1.01346241113296,67,Female,Hispanic_or_Latino,Supportive workers
eBay,8.57661473302072,567,Female,White,Supportive workers
eBay,0.650431099682348,43,Female,Black_or_African_American,Supportive workers
eBay,0.71093631825745,47,Female,Asian,Supportive workers
eBay,0.393283920738164,26,Female,Minorities ,Supportive workers
Facebook,0.435904278978739,49,Male,Hispanic_or_Latino,Executive and manager
Facebook,8.43341339738457,948,Male,White,Executive and manager
Facebook,0.275776176496753,31,Male,Black_or_African_American,Executive and manager
Facebook,3.53171426029713,397,Male,Asian,Executive and manager
Facebook,0.427008273285295,48,Male,Minorities ,Executive and manager
Facebook,0.231296148029535,26,Female,Hispanic_or_Latino,Executive and manager
Facebook,3.4249621919758,385,Female,White,Executive and manager
Facebook,0.133440085401655,15,Female,Black_or_African_American,Executive and manager
Facebook,1.66355306467396,187,Female,Asian,Executive and manager
Facebook,0.222400142336091,25,Female,Minorities ,Executive and manager
Facebook,1.85926518992972,209,Male,Hispanic_or_Latino,Professionals
Facebook,25.1756961124455,2830,Male,White,Professionals
Facebook,0.898496575037808,101,Male,Black_or_African_American,Professionals
Facebook,21.7062538920025,2440,Male,Asian,Professionals
Facebook,1.3255048483231,149,Male,Minorities ,Professionals
Facebook,1.183168757228,133,Female,Hispanic_or_Latino,Professionals
Facebook,8.7447735966551,983,Female,White,Professionals
Facebook,0.622720398541055,70,Female,Black_or_African_American,Professionals
Facebook,9.89235833110933,1112,Female,Asian,Professionals
Facebook,0.747264478249266,84,Female,Minorities ,Professionals
Facebook,0.29356818788364,33,Male,Hispanic_or_Latino,Supportive workers
Facebook,3.01574593007739,339,Male,White,Supportive workers
Facebook,0.177920113868873,20,Male,Black_or_African_American,Supportive workers
Facebook,0.622720398541055,70,Male,Asian,Supportive workers
Facebook,0.106752068321324,12,Male,Minorities ,Supportive workers
Facebook,0.471488301752513,53,Female,Hispanic_or_Latino,Supportive workers
Facebook,2.97126590161018,334,Female,White,Supportive workers
Facebook,0.19571212525576,22,Female,Black_or_African_American,Supportive workers
Facebook,0.898496575037808,101,Female,Asian,Supportive workers
Facebook,0.311360199270528,35,Female,Minorities ,Supportive workers
Google,0.727117194183062,340,Male,Hispanic_or_Latino,Executive and manager
Google,9.54662104362703,4464,Male,White,Executive and manager
Google,0.284431137724551,133,Male,Black_or_African_American,Executive and manager
Google,3.72968349016253,1744,Male,Asian,Executive and manager
Google,0.243798118049615,114,Male,Minorities ,Executive and manager
Google,0.421300256629598,197,Female,Hispanic_or_Latino,Executive and manager
Google,5.06629597946963,2369,Female,White,Executive and manager
Google,0.260906757912746,122,Female,Black_or_African_American,Executive and manager
Google,2.54277159965783,1189,Female,Asian,Executive and manager
Google,0.196749358426005,92,Female,Minorities ,Executive and manager
Google,2.36740804106074,1107,Male,Hispanic_or_Latino,Professionals
Google,29.6899059024808,13883,Male,White,Professionals
Google,0.840461933276304,393,Male,Black_or_African_American,Professionals
Google,18.4388366124893,8622,Male,Asian,Professionals
Google,0.92814371257485,434,Male,Minorities ,Professionals
Google,0.804106073567151,376,Female,Hispanic_or_Latino,Professionals
Google,7.06159110350727,3302,Female,White,Professionals
Google,0.479041916167665,224,Female,Black_or_African_American,Professionals
Google,7.50427715996578,3509,Female,Asian,Professionals
Google,0.517536355859709,242,Female,Minorities ,Professionals
Google,0.399914456800684,187,Male,Hispanic_or_Latino,Supportive workers
Google,2.73310521813516,1278,Male,White,Supportive workers
Google,0.265183917878529,124,Male,Black_or_African_American,Supportive workers
Google,0.508982035928144,238,Male,Asian,Supportive workers
Google,0.12617621899059,59,Male,Minorities ,Supportive workers
Google,0.434131736526946,203,Female,Hispanic_or_Latino,Supportive workers
Google,2.76090675791275,1291,Female,White,Supportive workers
Google,0.222412318220701,104,Female,Black_or_African_American,Supportive workers
Google,0.739948674080411,346,Female,Asian,Supportive workers
Google,0.158254918733961,74,Female,Minorities ,Supportive workers
HP Inc.,0.896202159700286,122,Male,Hispanic_or_Latino,Executive and manager
HP Inc.,8.93263791963564,1216,Male,White,Executive and manager
HP Inc.,0.198339822228752,27,Male,Black_or_African_American,Executive and manager
HP Inc.,1.23411444942335,168,Male,Asian,Executive and manager
HP Inc.,0.102842870785279,14,Male,Minorities ,Executive and manager
HP Inc.,0.345258209064864,47,Female,Hispanic_or_Latino,Executive and manager
HP Inc.,3.45992800999045,471,Female,White,Executive and manager
HP Inc.,0.132226548152501,18,Female,Black_or_African_American,Executive and manager
HP Inc.,0.506868434584588,69,Female,Asian,Executive and manager
HP Inc.,0.0514214353926394,7,Female,Minorities ,Executive and manager
HP Inc.,2.10093293175641,286,Male,Hispanic_or_Latino,Professionals
HP Inc.,26.570190259311,3617,Male,White,Professionals
HP Inc.,0.881510321016675,120,Male,Black_or_African_American,Professionals
HP Inc.,5.41394255491075,737,Male,Asian,Professionals
HP Inc.,0.646440902078895,88,Male,Minorities ,Professionals
HP Inc.,1.38837875560126,189,Female,Hispanic_or_Latino,Professionals
HP Inc.,12.2309557041064,1665,Female,White,Professionals
HP Inc.,0.837434804965841,114,Female,Black_or_African_American,Professionals
HP Inc.,3.24689634907809,442,Female,Asian,Professionals
HP Inc.,0.271799015646808,37,Female,Minorities ,Professionals
HP Inc.,2.3506941893778,320,Male,Hispanic_or_Latino,Supportive workers
HP Inc.,16.403437890252,2233,Male,White,Supportive workers
HP Inc.,1.38103283625946,188,Male,Black_or_African_American,Supportive workers
HP Inc.,1.24146036876515,169,Male,Asian,Supportive workers
HP Inc.,0.646440902078895,88,Male,Minorities ,Supportive workers
HP Inc.,0.903548079042092,123,Female,Hispanic_or_Latino,Supportive workers
HP Inc.,6.34687431132006,864,Female,White,Supportive workers
HP Inc.,0.381987805773893,52,Female,Black_or_African_American,Supportive workers
HP Inc.,0.631749063395284,86,Female,Asian,Supportive workers
HP Inc.,0.264453096305003,36,Female,Minorities ,Supportive workers
HPE,0.340456635057416,177,Male,Hispanic_or_Latino,Executive and manager
HPE,7.35540210429129,3824,Male,White,Executive and manager
HPE,0.27505818538537,143,Male,Black_or_African_American,Executive and manager
HPE,0.940583584989132,489,Male,Asian,Executive and manager
HPE,0.0884802554386505,46,Male,Minorities ,Executive and manager
HPE,0.157725672738464,82,Female,Hispanic_or_Latino,Executive and manager
HPE,2.80636288445633,1459,Female,White,Executive and manager
HPE,0.226971090038277,118,Female,Black_or_African_American,Executive and manager
HPE,0.334686183615765,174,Female,Asian,Executive and manager
HPE,0.0519340629748601,27,Female,Minorities ,Executive and manager
HPE,2.67748946892612,1392,Male,Hispanic_or_Latino,Professionals
HPE,31.4528073246264,16352,Male,White,Professionals
HPE,2.36396160726307,1229,Male,Black_or_African_American,Professionals
HPE,6.79182134682337,3531,Male,Asian,Professionals
HPE,0.665525399603762,346,Male,Minorities ,Professionals
HPE,1.19063648079401,619,Female,Hispanic_or_Latino,Professionals
HPE,15.1358941314509,7869,Female,White,Professionals
HPE,1.80999826886457,941,Female,Black_or_African_American,Professionals
HPE,3.19683009867472,1662,Female,Asian,Professionals
HPE,0.350074054126835,182,Female,Minorities ,Professionals
HPE,0.796322298947854,414,Male,Hispanic_or_Latino,Supportive workers
HPE,10.6426359422185,5533,Male,White,Supportive workers
HPE,1.17909557791071,613,Male,Black_or_African_American,Supportive workers
HPE,1.04829867856662,545,Male,Asian,Supportive workers
HPE,0.307757410221393,160,Male,Minorities ,Supportive workers
HPE,0.582815595606763,303,Female,Hispanic_or_Latino,Supportive workers
HPE,5.25880474715805,2734,Female,White,Supportive workers
HPE,1.32720383157976,690,Female,Black_or_African_American,Supportive workers
HPE,0.448171728634904,233,Female,Asian,Supportive workers
HPE,0.196195349016138,102,Female,Minorities ,Supportive workers
Intel,0.596656506880946,323,Male,Hispanic_or_Latino,Executive and manager
Intel,5.99796804285582,3247,Male,White,Executive and manager
Intel,0.266001662510391,144,Male,Black_or_African_American,Executive and manager
Intel,2.71728087189434,1471,Male,Asian,Executive and manager
Intel,0.158862103999261,86,Male,Minorities ,Executive and manager
Intel,0.199501246882793,108,Female,Hispanic_or_Latino,Executive and manager
Intel,1.7659554816662,956,Female,White,Executive and manager
Intel,0.0942089221390967,51,Female,Black_or_African_American,Executive and manager
Intel,0.744435208275607,403,Female,Asian,Executive and manager
Intel,0.0554170130229981,30,Female,Minorities ,Executive and manager
Intel,3.05532465133463,1654,Male,Hispanic_or_Latino,Professionals
Intel,22.8170314953357,12352,Male,White,Professionals
Intel,1.64588528678304,891,Male,Black_or_African_American,Professionals
Intel,20.3047935716265,10992,Male,Asian,Professionals
Intel,0.748129675810474,405,Male,Minorities ,Professionals
Intel,1.15082663711093,623,Female,Hispanic_or_Latino,Professionals
Intel,6.53181860164404,3536,Female,White,Professionals
Intel,0.657615221206244,356,Female,Black_or_African_American,Professionals
Intel,9.23247436963148,4998,Female,Asian,Professionals
Intel,0.652073519903944,353,Female,Minorities ,Professionals
Intel,2.30350050798929,1247,Male,Hispanic_or_Latino,Supportive workers
Intel,9.91225639604692,5366,Male,White,Supportive workers
Intel,0.993811766879099,538,Male,Black_or_African_American,Supportive workers
Intel,1.9765401311536,1070,Male,Asian,Supportive workers
Intel,0.550475662695114,298,Male,Minorities ,Supportive workers
Intel,0.75182414334534,407,Female,Hispanic_or_Latino,Supportive workers
Intel,2.70435023552231,1464,Female,White,Supportive workers
Intel,0.236445922231458,128,Female,Black_or_African_American,Supportive workers
Intel,0.9494781564607,514,Female,Asian,Supportive workers
Intel,0.229056987161725,124,Female,Minorities ,Supportive workers
Intuit,0.558281170698697,33,Male,Hispanic_or_Latino,Executive and manager
Intuit,6.90238538318389,408,Male,White,Executive and manager
Intuit,0.203011334799526,12,Male,Black_or_African_American,Executive and manager
Intuit,2.36846557266114,140,Male,Asian,Executive and manager
Intuit,0.253764168499408,15,Male,Minorities ,Executive and manager
Intuit,0.304517002199289,18,Female,Hispanic_or_Latino,Executive and manager
Intuit,4.87227203518863,288,Female,White,Executive and manager
Intuit,0.287599390965996,17,Female,Black_or_African_American,Executive and manager
Intuit,1.47183217729657,87,Female,Asian,Executive and manager
Intuit,0.169176112332939,10,Female,Minorities ,Executive and manager
Intuit,2.18237184909491,129,Male,Hispanic_or_Latino,Professionals
Intuit,17.2390458467264,1019,Male,White,Professionals
Intuit,0.659786838098461,39,Male,Black_or_African_American,Professionals
Intuit,13.872441211301,820,Male,Asian,Professionals
Intuit,0.879715784131281,52,Male,Minorities ,Professionals
Intuit,1.0996447301641,65,Female,Hispanic_or_Latino,Professionals
Intuit,9.65995601421079,571,Female,White,Professionals
Intuit,0.52444594823211,31,Female,Black_or_African_American,Professionals
Intuit,9.00016917611233,532,Female,Asian,Professionals
Intuit,0.710539671798342,42,Female,Minorities ,Professionals
Intuit,1.99627812552868,118,Male,Hispanic_or_Latino,Supportive workers
Intuit,7.10539671798342,420,Male,White,Supportive workers
Intuit,0.96430384029775,57,Male,Black_or_African_American,Supportive workers
Intuit,1.40416173236339,83,Male,Asian,Supportive workers
Intuit,0.473693114532228,28,Male,Minorities ,Supportive workers
Intuit,2.25004229402808,133,Female,Hispanic_or_Latino,Supportive workers
Intuit,8.42497039418034,498,Female,White,Supportive workers
Intuit,1.35340889866351,80,Female,Black_or_African_American,Supportive workers
Intuit,1.84401962442903,109,Female,Asian,Supportive workers
Intuit,0.96430384029775,57,Female,Minorities ,Supportive workers
Linkedin,0.2854996243426,19,Male,Hispanic_or_Latino,Executive and manager
Linkedin,6.16078136739294,410,Male,White,Executive and manager
Linkedin,0.135236664162284,9,Male,Black_or_African_American,Executive and manager
Linkedin,4.10217881292261,273,Male,Asian,Executive and manager
Linkedin,0.2854996243426,19,Male,Minorities ,Executive and manager
Linkedin,0.360631104432757,24,Female,Hispanic_or_Latino,Executive and manager
Linkedin,3.74154770848986,249,Female,White,Executive and manager
Linkedin,0.135236664162284,9,Female,Black_or_African_American,Executive and manager
Linkedin,1.93839218632607,129,Female,Asian,Executive and manager
Linkedin,0.19534184823441,13,Female,Minorities ,Executive and manager
Linkedin,1.77310293012772,118,Male,Hispanic_or_Latino,Professionals
Linkedin,16.8595041322314,1122,Male,White,Professionals
Linkedin,0.781367392937641,52,Male,Black_or_African_American,Professionals
Linkedin,18.8880540946657,1257,Male,Asian,Professionals
Linkedin,0.826446280991736,55,Male,Minorities ,Professionals
Linkedin,1.36739293764087,91,Female,Hispanic_or_Latino,Professionals
Linkedin,10.7588279489106,716,Female,White,Professionals
Linkedin,0.510894064613073,34,Female,Black_or_African_American,Professionals
Linkedin,10.1126972201352,673,Female,Asian,Professionals
Linkedin,0.555972952667168,37,Female,Minorities ,Professionals
Linkedin,0.48084147257701,32,Male,Hispanic_or_Latino,Supportive workers
Linkedin,7.54320060105184,502,Male,White,Supportive workers
Linkedin,0.570999248685199,38,Male,Black_or_African_American,Supportive workers
Linkedin,0.736288504883546,49,Male,Asian,Supportive workers
Linkedin,0.345604808414726,23,Male,Minorities ,Supportive workers
Linkedin,0.48084147257701,32,Female,Hispanic_or_Latino,Supportive workers
Linkedin,8.44477836213373,562,Female,White,Supportive workers
Linkedin,0.405709992486852,27,Female,Black_or_African_American,Supportive workers
Linkedin,0.96168294515402,64,Female,Asian,Supportive workers
Linkedin,0.255447032306536,17,Female,Minorities ,Supportive workers
Lyft,0.558269364968597,8,Male,Hispanic_or_Latino,Executive and manager
Lyft,9.00209351011863,129,Male,White,Executive and manager
Lyft,0.279134682484299,4,Male,Black_or_African_American,Executive and manager
Lyft,2.02372644801117,29,Male,Asian,Executive and manager
Lyft,0.348918353105373,5,Male,Minorities ,Executive and manager
Lyft,0.279134682484299,4,Female,Hispanic_or_Latino,Executive and manager
Lyft,5.30355896720167,76,Female,White,Executive and manager
Lyft,0,0,Female,Black_or_African_American,Executive and manager
Lyft,0.907187718073971,13,Female,Asian,Executive and manager
Lyft,0.418702023726448,6,Female,Minorities ,Executive and manager
Lyft,2.09351011863224,30,Male,Hispanic_or_Latino,Professionals
Lyft,16.3991625959525,235,Male,White,Professionals
Lyft,0.976971388695045,14,Male,Black_or_African_American,Professionals
Lyft,9.14166085136078,131,Male,Asian,Professionals
Lyft,1.11653872993719,16,Male,Minorities ,Professionals
Lyft,1.32588974180042,19,Female,Hispanic_or_Latino,Professionals
Lyft,10.8862526168876,156,Female,White,Professionals
Lyft,0.697836706210747,10,Female,Black_or_African_American,Professionals
Lyft,4.46615491974878,64,Female,Asian,Professionals
Lyft,0.558269364968597,8,Female,Minorities ,Professionals
Lyft,1.25610607117934,18,Male,Hispanic_or_Latino,Supportive workers
Lyft,11.0956036287509,159,Male,White,Supportive workers
Lyft,1.67480809490579,24,Male,Black_or_African_American,Supportive workers
Lyft,0.976971388695045,14,Male,Asian,Supportive workers
Lyft,0.558269364968597,8,Male,Minorities ,Supportive workers
Lyft,1.53524075366364,22,Female,Hispanic_or_Latino,Supportive workers
Lyft,11.3747383112352,163,Female,White,Supportive workers
Lyft,3.07048150732729,44,Female,Black_or_African_American,Supportive workers
Lyft,0.907187718073971,13,Female,Asian,Supportive workers
Lyft,0.767620376831821,11,Female,Minorities ,Supportive workers
MobileIron,1.38339920948617,7,Male,Hispanic_or_Latino,Executive and manager
MobileIron,8.10276679841897,41,Male,White,Executive and manager
MobileIron,0,0,Male,Black_or_African_American,Executive and manager
MobileIron,3.95256916996047,20,Male,Asian,Executive and manager
MobileIron,0.592885375494071,3,Male,Minorities ,Executive and manager
MobileIron,0,0,Female,Hispanic_or_Latino,Executive and manager
MobileIron,1.38339920948617,7,Female,White,Executive and manager
MobileIron,0,0,Female,Black_or_African_American,Executive and manager
MobileIron,1.97628458498024,10,Female,Asian,Executive and manager
MobileIron,0.197628458498024,1,Female,Minorities ,Executive and manager
MobileIron,1.58102766798419,8,Male,Hispanic_or_Latino,Professionals
MobileIron,21.1462450592885,107,Male,White,Professionals
MobileIron,0.988142292490119,5,Male,Black_or_African_American,Professionals
MobileIron,15.8102766798419,80,Male,Asian,Professionals
MobileIron,0.197628458498024,1,Male,Minorities ,Professionals
MobileIron,0.988142292490119,5,Female,Hispanic_or_Latino,Professionals
MobileIron,7.31225296442688,37,Female,White,Professionals
MobileIron,0.592885375494071,3,Female,Black_or_African_American,Professionals
MobileIron,14.0316205533597,71,Female,Asian,Professionals
MobileIron,0.395256916996047,2,Female,Minorities ,Professionals
MobileIron,1.18577075098814,6,Male,Hispanic_or_Latino,Supportive workers
MobileIron,12.2529644268775,62,Male,White,Supportive workers
MobileIron,0,0,Male,Black_or_African_American,Supportive workers
MobileIron,1.38339920948617,7,Male,Asian,Supportive workers
MobileIron,0.592885375494071,3,Male,Minorities ,Supportive workers
MobileIron,0.592885375494071,3,Female,Hispanic_or_Latino,Supportive workers
MobileIron,2.17391304347826,11,Female,White,Supportive workers
MobileIron,0.197628458498024,1,Female,Black_or_African_American,Supportive workers
MobileIron,0.592885375494071,3,Female,Asian,Supportive workers
MobileIron,0.395256916996047,2,Female,Minorities ,Supportive workers
NetApp,0.545678577715191,31,Male,Hispanic_or_Latino,Executive and manager
NetApp,9.52297130786833,541,Male,White,Executive and manager
NetApp,0.264038021475092,15,Male,Black_or_African_American,Executive and manager
NetApp,2.95722584052104,168,Male,Asian,Executive and manager
NetApp,0.193627882415068,11,Male,Minorities ,Executive and manager
NetApp,0.211230417180074,12,Female,Hispanic_or_Latino,Executive and manager
NetApp,3.04523851434607,173,Female,White,Executive and manager
NetApp,0.176025347650062,10,Female,Black_or_African_American,Executive and manager
NetApp,1.32019010737546,75,Female,Asian,Executive and manager
NetApp,0.0528076042950185,3,Female,Minorities ,Executive and manager
NetApp,1.83066361556064,104,Male,Hispanic_or_Latino,Professionals
NetApp,31.8957929941912,1812,Male,White,Professionals
NetApp,1.56662559408555,89,Male,Black_or_African_American,Professionals
NetApp,15.1029748283753,858,Male,Asian,Professionals
NetApp,0.862524203485302,49,Male,Minorities ,Professionals
NetApp,1.02094701637036,58,Female,Hispanic_or_Latino,Professionals
NetApp,7.93874317901778,451,Female,White,Professionals
NetApp,0.774511529660271,44,Female,Black_or_African_American,Professionals
NetApp,6.98820630170745,397,Female,Asian,Professionals
NetApp,0.352050695300123,20,Female,Minorities ,Professionals
NetApp,0.387255764830136,22,Male,Hispanic_or_Latino,Supportive workers
NetApp,9.57577891216335,544,Male,White,Supportive workers
NetApp,0.281640556240099,16,Male,Black_or_African_American,Supportive workers
NetApp,0.862524203485302,49,Male,Asian,Supportive workers
NetApp,0.140820278120049,8,Male,Minorities ,Supportive workers
NetApp,0.0704101390600246,4,Female,Hispanic_or_Latino,Supportive workers
NetApp,1.68984333744059,96,Female,White,Supportive workers
NetApp,0.123217743355043,7,Female,Black_or_African_American,Supportive workers
NetApp,0.22883295194508,13,Female,Asian,Supportive workers
NetApp,0.0176025347650062,1,Female,Minorities ,Supportive workers
